entry_time,exit_time,side,entry,exit,pnl,exit_reason,partial_closed,entry_hour,entry_weekday,duration_bars,entry_month
2025-01-02 11:00:00+00:00,2025-01-02 11:05:00+00:00,LONG,1.03168,1.03244,71.88,TP,False,6,3,0,2025-01
2025-01-02 11:30:00+00:00,2025-01-02 12:00:00+00:00,LONG,1.03222,1.03322,95.87,TP,False,6,3,0,2025-01
2025-01-02 13:00:00+00:00,2025-01-02 13:36:00+00:00,LONG,1.03183,1.03297,109.87,TP,False,8,3,0,2025-01
2025-01-02 14:15:00+00:00,2025-01-02 14:26:00+00:00,LONG,1.03109,1.03201,87.88,TP,False,9,3,0,2025-01
2025-01-02 15:30:00+00:00,2025-01-02 15:43:00+00:00,LONG,1.02857,1.02971,109.88,TP,False,10,3,0,2025-01
2025-01-02 16:00:00+00:00,2025-01-02 16:04:00+00:00,LONG,1.02744,1.02292,-456.1,SL,False,11,3,0,2025-01
2025-01-02 16:15:00+00:00,2025-01-03 00:50:00+00:00,LONG,1.02576,1.02716,135.9,TP,False,11,3,0,2025-01
2025-01-03 08:15:00+00:00,2025-01-03 08:32:00+00:00,LONG,1.02845,1.02781,-68.12,SL,False,3,4,0,2025-01
2025-01-03 16:45:00+00:00,2025-01-03 17:06:00+00:00,LONG,1.02899,1.02976,72.88,TP,False,11,4,0,2025-01
2025-01-03 17:15:00+00:00,2025-01-03 18:04:00+00:00,LONG,1.03025,1.02928,-101.12,SL,False,12,4,0,2025-01
2025-01-03 21:00:00+00:00,2025-01-05 22:57:00+00:00,LONG,1.03059,1.02964,-99.12,SL,False,16,4,0,2025-01
2025-01-05 23:00:00+00:00,2025-01-05 23:01:00+00:00,LONG,1.0302,1.03066,41.88,TP,False,18,6,0,2025-01
2025-01-06 03:00:00+00:00,2025-01-06 05:51:00+00:00,SHORT,1.03161,1.03122,34.88,TP,False,22,6,0,2025-01
2025-01-06 08:15:00+00:00,2025-01-06 08:31:00+00:00,SHORT,1.03371,1.03436,-69.14,SL,False,3,0,0,2025-01
2025-01-06 08:45:00+00:00,2025-01-06 08:52:00+00:00,SHORT,1.03352,1.03432,-84.14,SL,False,3,0,0,2025-01
2025-01-06 09:00:00+00:00,2025-01-06 09:02:00+00:00,SHORT,1.03503,1.03428,70.86,TP,False,4,0,0,2025-01
2025-01-06 09:30:00+00:00,2025-01-06 10:08:00+00:00,SHORT,1.03584,1.03477,102.86,TP,False,4,0,0,2025-01
2025-01-06 16:00:00+00:00,2025-01-06 18:10:00+00:00,SHORT,1.03937,1.03771,161.84,TP,False,11,0,0,2025-01
2025-01-06 21:15:00+00:00,2025-01-06 21:21:00+00:00,LONG,1.03879,1.03923,39.84,TP,False,16,0,0,2025-01
