trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,price,time_in_force,expire_time_ns,filled_qty,liquidity_side,avg_px,slippage,commissions,status,is_post_only,is_reduce_only,is_quote_quantity,display_qty,emulation_trigger,trigger_instrument_id,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-001,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-858,LIMIT,SELL,100000.00,1.03134,GTC,,100000.00,MAKER,1.03134,0.0,['2.06 USD'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20250102-141500-001-MA_CROSS-1,"['O-20250102-141500-001-MA_CROSS-2', 'O-20250102-141500-001-MA_CROSS-3']",,,,,['MA_CROSS'],a450ef44-ca9c-4328-8076-339717f3743d,1735827300000000000,1735827360000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-002,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,,STOP_MARKET,BUY,99999.99,,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20250102-141500-001-MA_CROSS-1,['O-20250102-141500-001-MA_CROSS-3'],O-20250102-141500-001-MA_CROSS-1,,,,['MA_CROSS_SL'],a99ecb70-42b2-413c-b27b-8bad524168ff,1735827300000000000,1735833780000000000,1.03384,DEFAULT
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-003,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-967,LIMIT,BUY,100000.00,1.02634,GTC,,100000.00,MAKER,1.0263400000000003,2.220446049250313e-16,['2.05 USD'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20250102-141500-001-MA_CROSS-1,['O-20250102-141500-001-MA_CROSS-2'],O-20250102-141500-001-MA_CROSS-1,,,,['MA_CROSS_TP'],54bc499f-e427-4327-aa3c-f4f0493cd162,1735827300000000000,1735833780000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-004,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-2271,LIMIT,BUY,100000.00,1.02995,GTC,,100000.00,TAKER,1.02933499999975,-0.0006150000002498324,['2.06 USD'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20250103-140000-001-MA_CROSS-2,"['O-20250103-140000-001-MA_CROSS-5', 'O-20250103-140000-001-MA_CROSS-6']",,,,,['MA_CROSS'],486dc3c8-f0b9-4593-a2e1-a02df56a3891,1735912800000000000,1735912800000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-005,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-2362,STOP_MARKET,SELL,100000.00,,GTC,,100000.00,TAKER,1.02744500000025,4.999999750010531e-06,['2.05 USD'],FILLED,,True,False,,NO_TRIGGER,,OUO,OL-20250103-140000-001-MA_CROSS-2,['O-20250103-140000-001-MA_CROSS-6'],O-20250103-140000-001-MA_CROSS-4,,,,['MA_CROSS_SL'],20634a02-840d-47a7-bf75-7eebe6faf2ae,1735912800000000000,1735918140000000000,1.02745,DEFAULT
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-006,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,,LIMIT,SELL,99999.99,1.03495,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,True,True,False,,NO_TRIGGER,,OUO,OL-20250103-140000-001-MA_CROSS-2,['O-20250103-140000-001-MA_CROSS-5'],O-20250103-140000-001-MA_CROSS-4,,,,['MA_CROSS_TP'],66038a82-a96c-40d3-96ae-bd9ff4da5409,1735912800000000000,1735918140000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-007,,IDEALPRO-001,,LIMIT,SELL,100000.00,1.03553,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,False,False,False,,NO_TRIGGER,,OTO,OL-20250107-201500-001-MA_CROSS-3,"['O-20250107-201500-001-MA_CROSS-8', 'O-20250107-201500-001-MA_CROSS-9']",,,,,['MA_CROSS'],bd0cffd6-724b-40a7-bae4-85ec9f42aad9,1736280900000000000,1736282700000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,,,IDEALPRO-001,,STOP_MARKET,BUY,100000.00,,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20250107-201500-001-MA_CROSS-3,['O-20250107-201500-001-MA_CROSS-9'],O-20250107-201500-001-MA_CROSS-7,,,,['MA_CROSS_SL'],165a8a68-e570-44b6-b5e4-ebb73faddd43,1736280900000000000,1736282700000000000,1.03803,DEFAULT
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,,,IDEALPRO-001,,LIMIT,BUY,100000.00,1.03053,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,True,True,False,,NO_TRIGGER,,OUO,OL-20250107-201500-001-MA_CROSS-3,['O-20250107-201500-001-MA_CROSS-8'],O-20250107-201500-001-MA_CROSS-7,,,,['MA_CROSS_TP'],c46556c7-3537-4bbd-96ad-feba9fb0747d,1736280900000000000,1736282700000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-010,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,IDEALPRO-1-11717,LIMIT,BUY,100000.00,1.02496,GTC,,100000.00,MAKER,1.02496,0.0,['2.05 USD'],FILLED,False,False,False,,NO_TRIGGER,,OTO,OL-20250114-044500-001-MA_CROSS-4,"['O-20250114-044500-001-MA_CROSS-11', 'O-20250114-044500-001-MA_CROSS-12']",,,,,['MA_CROSS'],52a82dd1-87e3-4dbc-9142-91002ebc796f,1736829900000000000,1736831220000000000,,
BACKTESTER-001,MovingAverageCrossover-MA_CROSS,EUR/USD.IDEALPRO,IDEALPRO-1-011,EUR/USD.IDEALPRO-MovingAverageCrossover-MA_CROSS,IDEALPRO-001,,STOP_MARKET,SELL,99999.99,,GTC,,0.00,NO_LIQUIDITY_SIDE,,,,CANCELED,,True,False,,NO_TRIGGER,,OUO,OL-20250114-044500-001-MA_CROSS-4,['O-20250114-044500-001-MA_CROSS-12'],O-20250114-044500-001-MA_CROSS-10,,,,['MA_CROSS_SL'],3af8faa4-940a-41c4-a8c3-7cf9e2a83dfd,1736829900000000000,1736871000000000000,1.02246,DEFAULT
