timestamp,bar_close_time,signal_type,action,reason,fast_sma,slow_sma
2025-01-02 03:30:00+00:00,2025-01-02 03:45:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.72 pips < 0.85 pips threshold),1.036042142857143,1.03597
2025-01-02 03:45:00+00:00,2025-01-02 04:00:00+00:00,BUY,rejected,"stochastic_crossing_too_old (bars_since_stoch_crossing=15 > max=9, stoch_crossing_direction=bullish, required_direction=bullish)",1.0361914285714289,1.036045
2025-01-02 04:00:00+00:00,2025-01-02 04:15:00+00:00,BUY,rejected,"stochastic_crossing_too_old (bars_since_stoch_crossing=30 > max=9, stoch_crossing_direction=bullish, required_direction=bullish)",1.0363585714285715,1.0361270588235296
2025-01-02 04:15:00+00:00,2025-01-02 04:30:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=23.47 < -DI=25.48, bearish trend)",1.0364957142857143,1.036182777777778
2025-01-02 04:30:00+00:00,2025-01-02 04:45:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=14.83 < -DI=39.09, bearish trend)",1.0366242857142858,1.036211052631579
2025-01-02 04:45:00+00:00,2025-01-02 05:00:00+00:00,BUY,rejected,stochastic_unfavorable,1.036755,1.0362470000000001
2025-01-02 05:00:00+00:00,2025-01-02 05:15:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=23.21 < -DI=36.55, bearish trend)",1.0368121428571428,1.0362652380952382
2025-01-02 05:15:00+00:00,2025-01-02 05:30:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=20.69 < -DI=41.42, bearish trend)",1.0368614285714286,1.036275
2025-01-02 05:30:00+00:00,2025-01-02 05:45:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=17.71 < -DI=30.30, bearish trend)",1.0368742857142856,1.0362721739130436
2025-01-02 05:45:00+00:00,2025-01-02 06:00:00+00:00,BUY,rejected,stochastic_unfavorable,1.0368778571428572,1.0362770833333335
2025-01-02 06:00:00+00:00,2025-01-02 06:15:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=21.15 < -DI=24.47, bearish trend)",1.0368457142857144,1.0362756000000002
2025-01-02 06:15:00+00:00,2025-01-02 06:30:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=19.21 < -DI=22.00, bearish trend)",1.03678,1.0362719230769233
2025-01-02 06:30:00+00:00,2025-01-02 06:45:00+00:00,BUY,rejected,stochastic_unfavorable,1.036722142857143,1.0362744444444447
2025-01-02 06:45:00+00:00,2025-01-02 07:00:00+00:00,BUY,rejected,stochastic_unfavorable,1.0366750000000002,1.0362785714285716
2025-01-02 07:00:00+00:00,2025-01-02 07:15:00+00:00,BUY,rejected,"stochastic_crossing_too_old (bars_since_stoch_crossing=30 > max=9, stoch_crossing_direction=bullish, required_direction=bullish)",1.036645,1.0362958620689657
2025-01-02 07:15:00+00:00,2025-01-02 07:30:00+00:00,BUY,rejected,"stochastic_crossing_too_old (bars_since_stoch_crossing=45 > max=9, stoch_crossing_direction=bullish, required_direction=bullish)",1.0366235714285714,1.0363150000000003
2025-01-02 07:30:00+00:00,2025-01-02 07:45:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=16.34 < -DI=17.25, bearish trend)",1.03658,1.036331612903226
2025-01-02 07:45:00+00:00,2025-01-02 08:00:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=16.78 < -DI=34.62, bearish trend)",1.0365192857142858,1.0363300000000002
2025-01-02 08:00:00+00:00,2025-01-02 08:15:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=12.07 < -DI=31.11, bearish trend)",1.0364542857142858,1.0363142424242426
2025-01-02 08:15:00+00:00,2025-01-02 08:30:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.36 pips < 0.85 pips threshold),1.0363085714285714,1.0362723529411766
2025-01-02 08:30:00+00:00,2025-01-02 08:45:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.09 pips < 0.85 pips threshold),1.0362500000000001,1.0362591428571428
2025-01-02 08:45:00+00:00,2025-01-02 09:00:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.24 pips < 0.85 pips threshold),1.0362364285714285,1.03626
2025-01-02 09:00:00+00:00,2025-01-02 09:15:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.19 pips < 0.85 pips threshold),1.036242142857143,1.036260810810811
2025-01-02 09:15:00+00:00,2025-01-02 09:30:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.30 pips < 0.85 pips threshold),1.0362292857142856,1.0362594736842106
2025-01-02 09:30:00+00:00,2025-01-02 09:45:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.60 pips < 0.85 pips threshold),1.0361821428571427,1.0362420512820514
2025-01-02 09:45:00+00:00,2025-01-02 10:00:00+00:00,SELL,rejected,"stochastic_crossing_too_old (bars_since_stoch_crossing=30 > max=9, stoch_crossing_direction=bearish, required_direction=bearish)",1.0361092857142855,1.0362149999999999
2025-01-02 10:00:00+00:00,2025-01-02 10:15:00+00:00,SELL,rejected,stochastic_unfavorable,1.0360407142857142,1.0361946341463415
2025-01-03 10:15:00+00:00,2025-01-03 10:30:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=17.52 < -DI=30.05, bearish trend)",1.0284650000000002,1.0283741
2025-01-03 10:30:00+00:00,2025-01-03 10:45:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=16.33 < -DI=28.05, bearish trend)",1.0284900000000001,1.0282959
2025-01-03 10:45:00+00:00,2025-01-03 11:00:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=16.32 < -DI=31.13, bearish trend)",1.0285121428571427,1.0282214
2025-01-07 15:15:00+00:00,2025-01-07 15:30:00+00:00,SELL,rejected,"dmi_trend_mismatch (-DI=19.58 < +DI=23.55, bullish trend)",1.0393492857142859,1.0394852999999995
2025-01-10 10:30:00+00:00,2025-01-10 10:45:00+00:00,BUY,rejected,stochastic_unfavorable,1.0300821428571427,1.0299839000000002
2025-01-10 10:45:00+00:00,2025-01-10 11:00:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=21.38 < -DI=21.86, bearish trend)",1.030182142857143,1.0299754000000003
2025-01-10 11:00:00+00:00,2025-01-10 11:15:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=18.20 < -DI=20.75, bearish trend)",1.0302457142857142,1.0299707
2025-01-10 11:15:00+00:00,2025-01-10 11:30:00+00:00,BUY,rejected,"dmi_trend_mismatch (+DI=19.91 < -DI=23.00, bearish trend)",1.0302835714285714,1.0299667000000001
2025-01-10 11:30:00+00:00,2025-01-10 11:45:00+00:00,BUY,rejected,stochastic_unfavorable,1.0303135714285714,1.0299585000000002
2025-01-10 11:45:00+00:00,2025-01-10 12:00:00+00:00,BUY,rejected,stochastic_unfavorable,1.0303157142857142,1.0299579000000003
2025-01-10 12:00:00+00:00,2025-01-10 12:15:00+00:00,BUY,rejected,stochastic_unfavorable,1.030267857142857,1.0299566000000002
2025-01-10 13:45:00+00:00,2025-01-10 14:00:00+00:00,SELL,rejected,stochastic_unfavorable,1.029672142857143,1.0298885000000004
2025-01-10 14:00:00+00:00,2025-01-10 14:15:00+00:00,SELL,rejected,stochastic_unfavorable,1.0293128571428574,1.0298390000000004
2025-01-10 14:15:00+00:00,2025-01-10 14:30:00+00:00,SELL,rejected,"dmi_trend_mismatch (-DI=18.53 < +DI=20.83, bullish trend)",1.0290157142857144,1.0297934000000004
2025-01-10 14:30:00+00:00,2025-01-10 14:45:00+00:00,SELL,rejected,"dmi_trend_mismatch (-DI=19.11 < +DI=26.82, bullish trend)",1.0288092857142856,1.0297537000000003
2025-01-16 16:45:00+00:00,2025-01-16 17:00:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.45 pips < 0.85 pips threshold),1.0289871428571427,1.0289424999999996
2025-01-17 06:45:00+00:00,2025-01-17 07:00:00+00:00,SELL,rejected,crossover_threshold_not_met (diff=0.84 pips < 0.85 pips threshold),1.0293807142857143,1.0294649
2025-01-17 07:00:00+00:00,2025-01-17 07:15:00+00:00,SELL,close_only,Closed existing long position,1.0292428571428573,1.0294663000000002
2025-01-17 10:45:00+00:00,2025-01-17 11:00:00+00:00,BUY,rejected,crossover_threshold_not_met (diff=0.54 pips < 0.85 pips threshold),1.0295614285714285,1.0295077999999998
2025-01-17 14:15:00+00:00,2025-01-17 14:30:00+00:00,SELL,rejected,stochastic_unfavorable,1.0295592857142855,1.0296811000000003
2025-01-17 14:30:00+00:00,2025-01-17 14:45:00+00:00,SELL,rejected,"dmi_trend_mismatch (-DI=18.11 < +DI=35.63, bullish trend)",1.0293992857142855,1.0296988000000002
2025-01-17 14:45:00+00:00,2025-01-17 15:00:00+00:00,SELL,rejected,"dmi_trend_mismatch (-DI=11.83 < +DI=38.29, bullish trend)",1.0293364285714286,1.0297186
